# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) [arcsec]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky
5116,K03561.01,FALSE POSITIVE,4.05325447,4.0116,110920,33.23987,1668.79,60.02,1191,475.36,6022,4.453,0.12,1.039,1.116,292.02689,49.20718,15.537,-0.033,-0.167,0.05,0.173,0.18
5117,K01833.02,CANDIDATE,7.68433346,1.4346,1175,1.69524,2.58,86.87,583,27.35,4402,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265,-0.00031,-0.00045,-0.02,-0.05,0.05
5118,K07740.01,FALSE POSITIVE,1.549979213,7.5945,370550,0.13961,136.64,79.25,2141,4986.15,5408,3.777,-0.52,2.058,0.925,285.9259,41.09082,13.939,-0.02,,0.018,0.016,0.024
5119,K03337.01,CANDIDATE,11.16622885,3.389,353.9,2.43445,1.56,89.6,725,65.16,5552,4.562,-0.04,0.836,0.931,294.90594,43.381889,15.927,0.00064,0.00013,0.02,0.22,0.22
5120,K03338.01,FALSE POSITIVE,10.99381963,3.7889,1685.8,0.06765,40.17,80.3,978,216.57,6553,4.366,-0.28,1.157,1.136,300.78394,44.192558,13.427,0.03359,-0.0388,-5.207,5.187,7.35
5121,K03338.02,FALSE POSITIVE,10.9938087,5.0403,1456.9,0.08256,5.33,83.43,978,216.57,6553,4.366,-0.28,1.157,1.136,300.78394,44.192558,13.427,0.0601,-0.0734,-5.248,5.25,7.423
5122,K03339.01,CANDIDATE,23.1334494,3.602,456.3,0.22112,2.55,87.03,638,39.2,5712,4.382,-0.52,0.932,0.763,297.75192,43.447578,14.656,-0.00024,0.00055,0.12,-0.33,0.35
5123,K03340.01,CANDIDATE,8.9539656,4.898,70.4,0.29053,0.84,86.49,923,171.51,6168,4.452,-0.5,0.947,0.925,286.51019,38.618309,13.776,3.7E-05,-5E-05,-0.3,-1.6,1.63
5124,K03340.02,CANDIDATE,13.7281373,5.304,106.6,0.24469,1.06,86.81,800,97.06,6168,4.452,-0.5,0.947,0.925,286.51019,38.618309,13.776,0,0.00013,0.02,0.79,0.79
5125,K03410.01,CONFIRMED,16.5860329,7.043,231.3,0.40099,2.09,89.47,821,107.25,5626,4.149,0.14,1.389,0.991,293.62976,45.74065,15.589,-0.00017,-0.00018,1.06,0.33,1.11
5126,K03411.01,CANDIDATE,26.83771808,1.6162,8512,12.9281,12.68,89.33,658,44.22,6194,4.445,0.07,1.069,1.161,285.1478,41.388908,14.426,-0.0003,0.0013,-0.024,0.004,0.025
5127,K03412.01,CONFIRMED,16.7525077,3.174,338.3,1.35716,3.65,88.39,801,97.43,4807,3.906,0.48,1.802,0.955,288.59711,41.03643,14.534,0.00018,0.00017,0.03,0.01,0.03
5128,K01681.03,CANDIDATE,3.53105835,1.778,310.8,0.06295,10.61,69.5,558,22.83,3638,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,-0.00016,-0.00042,-0.13,1.6,1.61
5129,K03413.01,FALSE POSITIVE,49.612757516,7.07603,130460,1.97546,57.08,89.16,536,19.46,6241,4.45,-0.14,1.031,1.088,293.21729,39.207809,15.217,-0.003,0.004,0.009,-0.01,0.013
5130,K07774.01,CANDIDATE,6.32589574,1.383,192.5,19.96947,1.14,89.7,901,156.27,5749,4.568,-0.28,0.818,0.907,289.33551,41.683449,15.421,-0.00057,0.00041,0.71,0.76,1.04
5131,K03480.01,CANDIDATE,11.9378354,4.652,246,1.04289,1.15,89.9,671,47.91,5469,4.611,-0.38,0.738,0.826,296.65256,46.618809,15.954,0.00048,0.0002,-0.38,1,1.07
5132,K03481.01,CANDIDATE,32.715906,10.79,135.7,0.20647,3.68,89.37,902,156.74,5527,3.627,0.16,3.192,1.574,289.09845,45.02309,14.462,0.00025,9E-05,0.38,-0.06,0.38
5133,K03482.01,CANDIDATE,15.3317719,5.467,179.2,0.18991,1.91,86.55,821,107.44,5726,4.228,0.16,1.285,1.018,293.7674,42.829208,15.098,-0.00021,-7E-05,0.06,-0.54,0.55
5134,K03483.01,CANDIDATE,82.331756,8.664,283.2,1.11638,2.08,89.98,474,11.96,5997,4.304,0.16,1.242,1.135,287.32269,38.279709,14.872,-0.00021,0.00021,-0.86,-2.12,2.28
5135,K03484.01,CONFIRMED,84.704139,10.393,655.7,0.68214,4.17,89.99,537,19.59,6085,4.115,0.14,1.634,1.271,298.95914,48.25782,15.169,-0.00018,-0.00034,-0.36,-0.97,1.03
5136,K07731.01,FALSE POSITIVE,0.755105584,5.02374,250030,0.2579,76.26,68.32,2412,7996.1,6592,4.369,-0.12,1.19,1.211,284.35217,40.71471,11.638,,,-0.025,-0.005,0.026
5137,K03562.01,FALSE POSITIVE,101.26336282,17.8951,72792,0.15176,44,88.76,435,8.47,6309,4.413,-0.2,1.062,1.058,290.42529,46.889938,14.319,-0.0065,0,0.004,-0.001,0.005
5138,K03563.01,FALSE POSITIVE,120.58167178,8.2904,192900,4.10773,41.71,89.67,291,1.7,5294,4.651,-0.54,0.673,0.744,288.45081,40.432449,15.777,-0.08,-0.26,0.13,0.203,0.24
5139,K03564.01,FALSE POSITIVE,1.558544209,3.3727,225590,0.91799,35.12,84.07,1182,460.09,4868,4.582,-0.22,0.708,0.7,283.31787,48.404598,14.498,,,4.67,-0.997,4.776
5140,K03565.01,FALSE POSITIVE,2.63757408,5.9626,169660,0.28124,76.02,76.36,1242,563.22,5639,4.509,0.36,0.953,1.071,293.66934,46.297459,15.902,0.049,-0.211,-1.01,4.13,4.25
5141,K03566.01,FALSE POSITIVE,8.64636188,8.73607,218070,0.30811,54.24,88.42,1033,268.95,6444,4.382,-0.18,1.134,1.128,294.38858,43.69054,14.097,0,0,0.035,-0.063,0.072
5142,K07741.01,FALSE POSITIVE,125.288206,3.695,241.6,21.70482,1.5,89.99,363,4.1,5881,4.48,0.06,0.973,1.044,296.17761,41.014118,14.179,0.00376,-0.00328,-5.62,4.87,7.44
5143,K03567.01,FALSE POSITIVE,112.46358893,31.8273,242410,0.07811,129.04,89.2,692,54.2,7426,3.903,-0.08,2.463,1.769,296.45337,49.786549,10.967,,,0.03,0.22,0.22
5144,K03341.01,CANDIDATE,27.0965146,8.42,208.4,0.11159,2.13,87.3,700,56.79,5775,4.193,0.14,1.352,1.038,292.22977,40.808949,14.886,-0.00034,-3E-05,0.54,-0.96,1.1
5145,K03341.02,CANDIDATE,11.5474983,6.684,115.5,0.22364,1.48,87.56,930,176.97,5775,4.193,0.14,1.352,1.038,292.22977,40.808949,14.886,-2E-05,2E-05,-0.4,-0.7,0.8
5146,K03342.01,FALSE POSITIVE,42.39930429,18.3609,205990,0.1539,44.7,89.21,542,20.46,6153,4.487,-0.22,0.962,1.036,299.06943,40.515659,15.747,,-0.01,0.152,0.116,0.191
5147,K03343.01,CANDIDATE,83.2664103,2.813,620,33.67336,2.89,89.99,439,8.78,5538,4.266,0.16,1.18,0.937,291.85522,38.393131,14.97,2E-05,-1E-05,0.36,1.31,1.36
5148,K01545.02,FALSE POSITIVE,5.91039905,3.85,,,,,,,,,,,,293.83688,40.41045,15.169,-4.3E-05,0.00071,-0.49,-7.91,7.92
5149,K03344.01,CANDIDATE,11.6044881,3.409,267.6,2.53149,1.88,89.74,841,118.5,5533,4.275,0.16,1.166,0.934,289.66489,50.020039,15.254,0.00062,-0.00043,-0.38,-0.41,0.56
5150,K03414.01,FALSE POSITIVE,27.009807384,1.96698,67898,30.49176,22.32,89.49,330,2.82,3900,4.727,-0.1,0.534,0.555,284.49628,41.32589,15.483,-0.001,0.002,0.017,-0.031,0.035
5151,K03415.01,CONFIRMED,15.0219784,5.068,96.9,0.03264,1.77,82.45,874,137.91,5831,4.162,0,1.382,1.011,288.54913,38.565231,13.109,-0.000172,6E-06,0.03,-0.2,0.2
5152,K03416.01,CANDIDATE,11.8237228,8.518,212.7,0.06533,1.25,84.89,703,57.62,5559,4.578,-0.18,0.803,0.899,290.73328,38.00721,15.353,-0.0001,0.00013,0.59,-0.44,0.73
5153,K03417.01,CONFIRMED,91.078624,10.304,738.6,0.08704,3.26,88.47,415,7.02,5915,4.437,-0.02,1.008,1.014,282.65741,43.162521,15.214,-0.00043,0.0002,-0.11,-0.17,0.21
5154,K03418.01,CONFIRMED,85.272459,13.31,767.8,0.01556,3.85,86.95,443,9.1,5922,4.349,-0.28,1.057,0.911,286.13077,38.779629,15.417,0.00033,-0.00052,0.06,0,0.06
5155,K03485.01,FALSE POSITIVE,12.42592675,29.1701,410.3,0.00037,2.66,47.68,790,92.32,5952,4.489,0.02,0.971,1.057,297.61118,40.650799,14.936,0.00014,-0.00027,-1.56,-1.08,1.89
5156,K03486.01,CANDIDATE,19.0689513,12.462,169.3,0.00194,1.63,72.95,627,36.63,5418,4.436,-0.2,0.889,0.788,298.82062,43.909859,14.371,-1E-05,3E-05,-0.05,-0.29,0.3
5157,K03487.01,FALSE POSITIVE,89.7398137,3.26371,81096,24.98125,38.01,89.73,363,4.1,5777,4.608,-0.62,0.747,0.832,296.86246,46.54549,14.294,-0.11,0.17,2.26,-3.19,3.91
5158,K03489.01,FALSE POSITIVE,90.08255562,19.7301,43252,0.16603,49.2,89.86,666,46.58,6523,3.835,-0.2,2.343,1.371,292.66357,46.114941,12.963,-0.0062,0.0018,0.041,0.003,0.041
5159,K07732.01,FALSE POSITIVE,0.759768478,2.824,57.4,0.20786,0.64,71.66,1737,2149.06,5481,4.574,-0.06,0.815,0.914,290.48871,40.725182,15.318,1.7E-05,0.000148,3.38,0.57,3.43
5160,K03490.01,FALSE POSITIVE,42.2011587,8.479,178.1,0.00297,37.39,79.21,671,47.85,6200,4.135,-0.26,1.449,1.043,290.80344,45.169785,13.294,-0.00124,0.00029,5.09,-1.79,5.39
5161,K03568.01,FALSE POSITIVE,15.65129028,6.7631,398640,1.656,78.3,88.95,792,93.1,6137,4.418,0.14,1.103,1.165,293.23383,46.598251,16.666,0,0.1,1.544,-6.882,7.053
5162,K03569.01,FALSE POSITIVE,9.014220178,2.76441,34086,2.50279,15.49,87.92,661,45.03,4842,4.573,-0.08,0.73,0.729,296.05759,42.110931,13.57,0.0048,-0.0051,-0.119,0.158,0.198
5163,K03570.01,FALSE POSITIVE,1.824653341,4.25512,176740,0.47264,55.44,78.84,1680,1880.22,6413,4.372,-1.54,0.941,0.76,295.24097,40.1576,15.048,,,0.12,0.17,0.21
5164,K03571.01,FALSE POSITIVE,3.185090259,4.80188,423280,1.01063,92.5,86.73,1564,1414.18,6516,4.249,-0.4,1.279,1.055,295.39136,40.21677,15.519,,,-0.012,0.029,0.032
5165,K07742.01,FALSE POSITIVE,372.76888,23.27,1157.2,0.03125,3.66,89.15,242,0.81,5800,4.514,-0.14,0.894,0.951,298.55057,41.040771,15.422,0.0007,-0.0058,4.4,5.36,7
5166,K01833.03,CONFIRMED,5.70940795,1.622,586.7,3.82217,1.51,87.7,644,40.66,4402,4.682,-0.58,0.572,0.575,285.60254,50.112041,14.265,-0.00033,-0.00026,0.43,0.29,0.52
5167,K03572.01,FALSE POSITIVE,2.086076372,2.4032,58858,46.65963,1543.74,52.67,1645,1728.2,6124,4.265,-0.68,1.119,0.839,290.81393,39.819061,14.554,0.033,0.012,-3.654,-1.466,3.937
5168,K03344.02,CONFIRMED,3.63898953,2.252,209.6,2.3984,1.68,88.46,1238,555.71,5533,4.275,0.16,1.166,0.934,289.66489,50.020039,15.254,-0.00014,0.00013,0.11,-0.6,0.61
5169,K03345.01,CONFIRMED,38.1303324,6.53,180.4,0.69206,1.54,89.14,613,33.43,6370,4.41,-0.1,1.106,1.148,294.85263,49.057468,14.633,-7E-05,0.00013,-0.17,0.23,0.28
5170,K03346.01,CONFIRMED,14.42735088,4.857,117,0.02155,1.53,80.92,783,88.9,5929,4.403,-0.06,1.04,1,290.63657,48.996078,13.359,7.4E-05,8E-06,-0.51,-0.48,0.7
5171,K07759.01,CANDIDATE,6.2253374,4.388,108.6,0.25129,1.92,85.04,1378,851.73,6263,4.024,-0.18,1.726,1.147,292.18057,41.31554,14.918,7E-05,-1E-05,-0.18,0.51,0.54
5172,K03347.01,CANDIDATE,12.90235874,2.446,354.4,6.23823,1.49,89.42,675,48.99,5530,4.586,-0.22,0.788,0.882,294.10391,45.001419,15.487,-0.00052,0.00053,-0.28,-0.43,0.52
5173,K03348.01,CONFIRMED,36.4337867,4.388,406.8,3.49918,2.2,89.77,561,23.35,5566,4.329,0.14,1.099,0.938,294.69406,45.86684,15.246,0.00042,-0.00032,0.08,0.72,0.72
5174,K03419.01,FALSE POSITIVE,58.5850357,3.5939,75468,12.92261,149.98,89.44,707,59.16,6379,3.925,-0.24,1.994,1.222,297.03964,49.469139,13.061,-0.0038,0.003,0.012,-0.002,0.012
5175,K03420.02,CANDIDATE,12.5014905,3.882,220.1,1.3972,2.24,88.91,952,194.3,5821,4.127,0.16,1.492,1.088,294.01529,42.824371,15.589,-9E-05,0.00024,-0.84,0.9,1.24
5176,K03421.01,CANDIDATE,40.6511021,11.282,136.4,0.09953,1.7,88.1,651,42.54,6297,4.26,0.14,1.369,1.247,289.91971,40.16853,13.935,-0.0001,7.3E-05,-0.58,-1.64,1.74
5177,K07775.01,CANDIDATE,89.945828,2.286,335.6,63.90005,3.46,89.97,509,15.86,5115,3.819,-0.24,1.924,0.891,289.72791,41.612289,13.64,-1E-05,-0.00027,-0.17,-1.22,1.24
5178,K03422.01,CANDIDATE,40.1454757,5.2,310.8,1.69685,13.01,89.46,1640,1708.38,7852,3.159,-0.5,7.162,2.697,297.71487,41.104279,13.201,1E-05,2E-05,0.96,-2.21,2.41
5179,K01707.02,CONFIRMED,265.47847,10.28,1040.7,0.13653,4.2,89.31,291,1.7,5792,4.375,-0.26,1.005,0.875,298.0231,43.363522,15.321,-0.00027,-0.00199,0.13,-0.21,0.25
5180,K01792.02,FALSE POSITIVE,1.546222068,7.998,49.4,0.02565,0.77,70.15,1578,1465.41,5611,4.388,0.36,1.073,1.026,288.97165,44.624531,12.16,-5E-05,2.9E-05,1.34,-0.63,1.48
5181,K03491.01,FALSE POSITIVE,89.3313828,11.919,2177.6,0.07124,8.02,88.34,558,22.89,6860,4.233,-0.1,1.467,1.35,294.32257,50.741692,13.68,-0.0003,-0.0004,-0.009,0.001,0.009
5182,K03492.01,FALSE POSITIVE,22.2941485,3.188,100.9,2.1618,1.5,88.94,760,78.93,5915,4.223,0.26,1.392,1.183,293.57211,40.3578,13.03,-0.00043,-0.004496,0.792,8.483,8.52
5183,K07733.01,CANDIDATE,1.048130894,5.6707,191.8,0.06248,4.52,81.92,3871,52952.95,7673,3.679,-0.36,3.214,1.799,290.96094,40.896198,11.86,-6.1E-05,0.000168,0.147,-0.304,0.34
5184,K03493.01,CANDIDATE,46.7162336,7.259,345.5,0.97501,2.03,89.68,531,18.74,5856,4.386,0.16,1.092,1.057,289.8288,45.10276,15.223,0.0003,0.00017,-0.5,-0.03,0.5
5185,K03495.01,CANDIDATE,17.6062701,6.134,146.2,0.04774,1.72,84.25,753,75.96,5808,4.326,0.16,1.159,1.038,295.55374,46.02911,15.135,-0.00013,-0.0001,-0.43,-0.74,0.85
5186,K03573.01,FALSE POSITIVE,43.56225858,3.6873,51325,6.17772,80.02,89.13,624,35.83,6411,4.307,-0.2,1.216,1.091,289.26416,47.005989,13.676,0,0,-0.003,0.012,0.012
5187,K03574.01,FALSE POSITIVE,198.443477,9.9776,39943,1.10235,41.72,89.5,279,1.44,5420,4.502,0,0.868,0.874,289.02493,42.935928,13.76,0,-0.1,-0.76,1.648,1.814
5188,K03575.01,FALSE POSITIVE,17.907664726,5.58652,265410,7.99211,282.86,86.89,746,73.31,6173,4.447,-0.04,1.041,1.104,296.11542,51.007111,16.107,,-0.07,0.103,0.01,0.104
5189,K07743.01,FALSE POSITIVE,2.4044122,4.575,42.7,0.13311,0.85,80.64,1662,1805.11,6398,4.276,-0.22,1.249,1.07,299.63028,41.03569,13.894,1.3E-05,4.5E-05,-1.4,-0.5,1.5
5190,K03576.01,FALSE POSITIVE,22.77196484,8.3476,325450,1.10658,104.17,88.89,835,114.9,6049,4.067,-0.22,1.557,1.032,298.91333,47.657871,15.018,-0.22,0.1,3.67,-1.546,3.98
5191,K03577.01,FALSE POSITIVE,184.52015392,15.3564,49269,0.33231,23.38,89.4,275,1.36,5341,4.514,-0.44,0.776,0.718,297.34164,46.543362,14.07,-0.0047,-0.0042,0.018,-0.018,0.025
5192,K03349.01,CONFIRMED,82.175197,8.664,546.4,1.13566,2.24,89.99,441,8.92,6247,4.489,-0.34,0.954,1.022,295.94827,44.75312,15.292,-0.00028,3E-05,0.45,-0.17,0.49
5193,K03350.01,FALSE POSITIVE,29.015852933,7.19844,71432,13.01865,1183.06,81.57,592,29.11,5783,4.415,-0.36,0.941,0.841,296.93976,42.691921,15.546,0.02,0,-0.019,0.008,0.021
5194,K03351.01,FALSE POSITIVE,77.36241476,12.1317,96586,0.4868,41.66,88.94,362,4.08,5359,4.57,-0.12,0.79,0.848,286.216,37.42524,15.673,-0.116,-0.01,0.267,0.029,0.269
5195,K07761.01,FALSE POSITIVE,495.71095,4.514,443.1,17.38548,4.41,89.93,330,2.8,6054,3.911,-0.22,1.953,1.135,298.88452,41.300442,13.867,-0.00029,-0.00028,-1.29,0.72,1.47
5196,K03352.01,CONFIRMED,10.35857039,2.577,273.7,5.29954,1.68,89.86,860,129.28,5893,4.423,-0.02,1.02,1.005,284.5321,43.98996,15.408,-0.00026,-0.00042,0.04,-0.11,0.12
5197,K01562.02,CANDIDATE,20.0679247,5.236,482.2,0.22014,2.25,87.09,662,45.49,5997,4.522,-0.22,0.904,0.991,299.556,40.456551,15.59,0.00035,0.00046,-0.04,-0.3,0.3
5198,K03423.01,CANDIDATE,30.2541186,2.134,576.3,27.41847,2.8,89.94,660,44.87,6277,4.402,0.21,1.161,1.239,291.06204,38.863312,14.296,0.00038,0.00057,0.26,-0.24,0.35
5199,K03424.01,FALSE POSITIVE,17.081202417,7.20617,134140,0.66419,39.24,87.58,585,27.61,5431,4.623,-0.5,0.708,0.769,287.9726,44.333611,15.863,-0.01,-0.04,0.001,0.031,0.031
5200,K03425.01,CANDIDATE,20.034708,6.49,124.4,0.60326,2.24,89.53,967,207.16,6120,3.934,0.02,2,1.251,300.31619,45.49538,13.266,3.8E-05,-1E-05,0.52,0.53,0.74
5201,K07776.01,CANDIDATE,541.92452,21.4,1504.2,0.03972,3.15,89.36,144,0.1,4378,4.64,-0.34,0.614,0.601,289.28772,41.799938,15.671,-0.0027,0.0023,-1.14,-1.31,1.73
5202,K03425.02,CANDIDATE,3.15722086,3.762,49.7,0.51611,1.41,89.99,1791,2436.47,6120,3.934,0.02,2,1.251,300.31619,45.49538,13.266,5.6E-05,4.6E-05,-0.45,0.16,0.48
5203,K03426.01,CANDIDATE,58.7701045,6.995,224.4,0.89425,1.57,89.42,508,15.78,6158,4.397,-0.44,1.013,0.934,298.00089,41.196991,14.324,0,1E-05,1.27,0.31,1.31
5204,K03495.02,CANDIDATE,6.685438,5.09,89.2,0.07069,1.25,81.09,1040,276.02,5808,4.326,0.16,1.159,1.038,295.55374,46.02911,15.135,-0.00013,-0.00038,0.36,-1.7,1.7
5205,K03496.01,CONFIRMED,23.2385587,8.432,161.2,0.27848,2.18,88.98,903,157.09,6602,4.108,-0.12,1.685,1.333,288.4212,43.179794,13.932,-5.1E-05,-9.4E-05,-0.22,-0.28,0.35
5206,K03496.02,CANDIDATE,8.5433774,6.149,75.1,0.09802,1.58,84.06,1260,595.97,6602,4.108,-0.12,1.685,1.333,288.4212,43.179794,13.932,6.3E-05,1.8E-05,0.44,0.58,0.73
5207,K07734.01,FALSE POSITIVE,118.314913,4.79,216.3,5.97078,7.23,89.82,786,90.09,6190,3.34,-0.34,4.763,1.811,299.8363,40.88673,13.172,1E-05,,0.33,-0.84,0.9
5208,K03497.01,CONFIRMED,20.35971899,2.1521,345.7,1.4014,0.8,88.31,276,1.38,3419,4.904,0.04,0.344,0.346,289.27451,44.470322,13.393,-0.00019,6E-05,-0.05,0.14,0.14
5209,K03498.01,FALSE POSITIVE,43.798566,6.401,290.4,0.01235,48.52,83.7,721,63.8,5611,3.842,0.16,2.227,1.259,295.82376,44.79591,12.963,-0.000169,-0.00022,0.63,0.48,0.8
5210,K03578.01,FALSE POSITIVE,131.73630485,5.28476,58381,6.73032,54.38,89.73,413,6.89,5102,3.962,0.12,1.669,0.932,289.53009,47.626221,13.395,-0.0007,0,0.002,0.005,0.005
5211,K03579.01,FALSE POSITIVE,4.301031137,5.65214,204150,0.4911,93.01,84.21,1454,1056.61,6386,4.208,0.48,1.548,1.408,295.30023,40.18335,14.573,,0.17,0.499,0.24,0.553
5212,K03580.01,FALSE POSITIVE,198.01379181,9.72673,142500,3.23429,38.49,89.73,260,1.09,5359,4.566,-0.72,0.708,0.673,293.04837,39.725349,15.546,-0.01,0,0.014,0,0.014
5213,K03581.01,FALSE POSITIVE,10.9938268,5.0746,419210,2.80849,52.69,88.97,627,36.46,4856,4.554,-0.08,0.743,0.721,300.78192,44.19405,16.751,,,-5.191,5.172,7.328
5214,K07744.01,CANDIDATE,11.7201693,2.399,154.4,6.50694,1.34,89.54,870,135.43,6193,4.434,0,1.067,1.127,292.13049,41.165749,15.171,1E-05,-0.00053,0.1,-0.6,0.6
5215,K01837.02,CONFIRMED,1.682934607,1.8846,142.7,0.92006,1.06,82.42,1270,615.67,5201,4.573,0.36,0.834,0.948,288.3725,47.933559,13.733,-4E-06,-4.8E-05,0.09,0.1,0.14
5216,K03582.01,FALSE POSITIVE,114.90862419,7.66397,196110,4.92872,42.78,89.7,259,1.06,4412,4.565,0.44,0.737,0.729,286.72336,38.595661,15.927,0.01,0,-0.036,-0.016,0.04
5217,K03353.01,CONFIRMED,11.55532445,3.499,250,0.09325,1.7,83.66,674,48.88,5149,4.506,-0.14,0.803,0.755,281.29855,42.685749,14.598,0.00019,0.00021,0.63,0.07,0.63
5218,K03354.01,CANDIDATE,11.5706005,3.073,211.9,2.65936,1.33,89.1,771,83.39,5718,4.479,-0.2,0.9,0.89,297.37747,46.661652,15.089,-0.00016,0.00015,5.8,-1.82,6.1
5219,K03355.01,CANDIDATE,16.2953228,4.882,229.1,0.66987,1.6,88.41,773,84.23,6187,4.432,-0.24,1.013,1.007,293.13409,45.626869,15.11,-0.00024,0.00019,3.69,-4.36,5.71
5220,K07762.01,CANDIDATE,8.5073512,2.266,209.5,5.95701,1.38,89.55,891,148.86,5914,4.483,-0.06,0.955,1.011,285.23715,41.497532,15.33,-0.00082,-3E-05,0.6,-0.84,1.03
5221,K03356.01,CONFIRMED,26.0841212,6.141,259.7,0.98135,1.35,89.84,598,30.24,6083,4.563,-0.5,0.835,0.933,293.1651,41.746231,15.44,-5E-05,-0.0001,-0.1,0.02,0.11
5222,K03357.01,FALSE POSITIVE,52.802767576,5.6184,52110,2.38759,75.82,88.8,472,11.73,5835,4.492,-0.24,0.901,0.918,291.00095,42.622231,15.193,0.0024,-0.003,-0.002,0.004,0.004
5223,K03427.01,FALSE POSITIVE,39.206808648,6.24701,186980,2.99762,50.2,89.26,516,16.82,5945,4.545,-0.3,0.861,0.95,297.81793,46.76421,15.545,0,-0.24,0.045,0.072,0.085
5224,K03428.01,CONFIRMED,64.6589166,7.71,235.4,1.22806,2.12,89.93,535,19.39,5821,4.172,0.12,1.395,1.054,293.97394,45.3507,14.694,9E-05,0,0.77,0.06,0.77
5225,K03429.01,CANDIDATE,15.8283833,3.643,227.5,1.42037,1.8,88.66,758,78.2,5596,4.298,0.14,1.145,0.95,296.19614,45.634331,15.364,0.00048,-0.00047,1.34,0.6,1.46
5226,K07777.01,FALSE POSITIVE,27.6760342,4.234,266.8,3.18892,5.15,89.92,951,193.23,5123,3.442,-0.4,3.224,1.051,293.64758,41.730679,13.33,0.00048,0.00155,-1.38,-5.7,5.86
5227,K03429.02,CONFIRMED,8.74192361,4.235,295.7,1.01784,1.94,89.91,924,172.38,5596,4.298,0.14,1.145,0.95,296.19614,45.634331,15.364,0.00028,7E-05,-0.11,-0.15,0.19
5228,K03429.03,FALSE POSITIVE,26.936878,4.969,246.9,1.71571,1.57,89.38,617,34.24,5878,4.442,-0.02,0.998,1.003,296.19614,45.634331,15.364,,,,,
5229,K00302.02,FALSE POSITIVE,53.34418038,3.62,,,,,,,,,,,,295.6088,38.735741,12.059,,,,,
5230,K03499.01,FALSE POSITIVE,12.4281308,6.79,131.4,0.29273,0.85,88.58,715,61.78,5940,4.621,-0.88,0.729,0.819,297.72504,40.64431,15.056,-0.000285,-0.00087,-0.84,2.71,2.84
5231,K01792.03,CONFIRMED,9.10969334,5.3181,126.4,0.1531,1.32,85.02,873,137.45,5611,4.388,0.36,1.073,1.026,288.97165,44.624531,12.16,7E-06,-2.3E-05,-0.6,-0.01,0.6
5232,K03499.02,FALSE POSITIVE,0.96283264,2.947,96.3,0.25063,0.74,77.35,1686,1908.55,5955,4.617,-0.88,0.733,0.811,297.72504,40.64431,15.056,-0.000207,-0.000584,3.1,5.63,6.4
5233,K03500.01,CANDIDATE,73.7502765,13.309,233.1,0.26863,3.78,89.83,677,49.76,6056,3.797,0.14,2.481,1.408,296.35461,41.33556,13.214,7.1E-05,-5.7E-05,-0.53,-0.47,0.71
5234,K03500.02,CANDIDATE,4.7482669,4.947,35.6,0.14259,1.57,83.02,1690,1927.62,6056,3.797,0.14,2.481,1.408,296.35461,41.33556,13.214,2.3E-05,-4.9E-05,0.3,-0.83,0.88
5235,K03583.01,FALSE POSITIVE,210.30644361,6.68665,46455,4.20467,101.13,89.69,525,17.94,7591,4.05,-0.08,2.017,1.665,299.21945,40.212311,12.504,-0.0033,-0.03,0.007,0.032,0.033
5236,K03584.01,FALSE POSITIVE,8.268081087,3.47103,71479,1.78555,50.31,86.62,863,130.83,5749,4.502,0.02,0.922,0.987,292.53125,46.728699,15.768,-0.0008,0,-0.006,0,0.006
